seqnames,start,end,width,strand,source,type,gene_id,gene_type,gene_name,level,tag,hgnc_id,havana_gene,artif_dupl,EntrezID,description,Synonyms,Length,logFC,AveExpr,t,P.Value,adj.P.Val,B,order
chr6,37433219,37482827,49609,+,HAVANA,gene,ENSG00000137200.13,protein_coding,CMTR1,2,NA,HGNC:21077,OTTHUMG00000014624.5,NA,23070,cap methyltransferase 1,FTSJD2|KIAA0082|MTr1|hMTr1,49609,-1.1055845284739911,3.912752948928251,-3.9037380100335097,2.3938105177310806e-4,0.026103073431711622,0.3229854232682099,159
chr11,65333843,65354262,20420,+,HAVANA,gene,ENSG00000133884.11,protein_coding,DPF2,1,NA,HGNC:9964,OTTHUMG00000165985.4,NA,5977,double PHD fingers 2,REQ|UBID4|ubi-d4,20420,-0.482030472655131,6.8475818882036315,-3.8986192598800775,2.434609792595845e-4,0.026303526102148655,0.07265394936541814,160
chr1,16740273,16972964,232692,+,HAVANA,gene,ENSG00000058453.17,protein_coding,CROCC,2,overlapping_locus,HGNC:21299,OTTHUMG00000002200.10,NA,9696,"ciliary rootlet coiled-coil, rootletin",ROLT|TAX1BP2,232692,-1.6197877579516091,-0.10793503378544116,-3.8976344819932724,2.442535299599685e-4,0.026303526102148655,0.23143516783187845,161
chr8,53715543,53843558,128016,-,HAVANA,gene,ENSG00000047249.18,protein_coding,ATP6V1H,1,NA,HGNC:18303,OTTHUMG00000164231.8,NA,51606,ATPase H+ transporting V1 subunit H,CGI-11|MSTP042|NBP1|SFD|SFDalpha|SFDbeta|VMA13,128016,-0.4166061526364375,5.429012625693943,-3.894490238925395,2.468006518020016e-4,0.026413763586068544,0.205548304756781,162
chr17,21428263,21574517,146255,-,HAVANA,gene,ENSG00000212719.15,lncRNA,LINC02693,1,overlapping_locus,HGNC:27904,OTTHUMG00000132832.12,NA,NA,NA,NA,146255,-1.3559558831717209,1.4983701730662546,-3.8832134236502247,2.561474687422753e-4,0.027245919098488156,0.3631602241597376,163
chr1,150809713,150876708,66996,-,HAVANA,gene,ENSG00000143437.21,protein_coding,ARNT,1,ncRNA_host,HGNC:700,OTTHUMG00000035011.4,NA,405,aryl hydrocarbon receptor nuclear translocator,HIF-1-beta|HIF-1beta|HIF1-beta|HIF1B|HIF1BETA|TANGO|bHLHe2,66996,-0.6002704619796004,5.466376665411641,-3.879873035053807,2.5898082585827355e-4,0.027379326577626505,0.13392701317838895,164
chr20,34560542,34698790,138249,-,HAVANA,gene,ENSG00000101464.11,protein_coding,PIGU,2,overlapping_locus,HGNC:15791,OTTHUMG00000032304.6,NA,128869,phosphatidylinositol glycan anchor biosynthesis class U,CDC91L1|GAB1,138249,-0.7717611607039041,3.6067885053059925,-3.8724855229430175,2.653543041779143e-4,0.02788310864143441,0.29791452258967244,165
chr18,6462144,6463030,887,-,HAVANA,gene,ENSG00000235552.6,transcribed_processed_pseudogene,RPL6P27,1,pseudo_consens,HGNC:36133,OTTHUMG00000158161.2,NA,645387,ribosomal protein L6 pseudogene 27,RPL6_10_1582,887,0.3186085936231997,8.345265608654405,3.869793388003006,2.677141453248473e-4,0.027961613564109658,-0.12366497708842772,166
chr7,151076624,151080866,4243,-,HAVANA,gene,ENSG00000164896.21,protein_coding,FASTK,2,NA,HGNC:24676,OTTHUMG00000158694.4,NA,10922,Fas activated serine/threonine kinase,FAST,4243,-1.164501916359936,4.027285398418359,-3.857406236782016,2.788344916237192e-4,0.028948697100431398,0.16611389408056176,167
chr9,33025273,33039907,14635,+,HAVANA,gene,ENSG00000086061.16,protein_coding,DNAJA1,2,NA,HGNC:5229,OTTHUMG00000019760.2,NA,3301,DnaJ heat shock protein family (Hsp40) member A1,DJ-2|DjA1|HDJ2|HSDJ|HSJ-2|HSJ2|HSPF4|NEDD7|hDJ-2,14635,-0.3664498294509233,8.081178571776253,-3.8545676969498253,2.8144449362336565e-4,0.029045154750268826,-0.16143813432010923,168
chr1,20740266,20787323,47058,-,HAVANA,gene,ENSG00000127483.19,protein_coding,HP1BP3,2,NA,HGNC:24973,OTTHUMG00000002622.10,NA,50809,heterochromatin protein 1 binding protein 3,HP1-BP74|HP1BP74,47058,0.270744501816373,7.7641681219575345,3.8527651877641516,2.8311403580548114e-4,0.029045154750268826,-0.12282608754639401,169
chr1,226231149,226309869,78721,-,HAVANA,gene,ENSG00000183814.16,protein_coding,LIN9,2,NA,HGNC:30830,OTTHUMG00000037557.4,NA,286826,lin-9 DREAM MuvB core complex component,BARA|BARPsv|Lin-9|TGS|TGS1|TGS2,78721,-1.0308855660055076,2.147311257908456,-3.850115999128464,2.855850639567405e-4,0.029126316699305686,0.29471985017260494,170
chr6,151364115,151391559,27445,-,HAVANA,gene,ENSG00000181472.5,protein_coding,ZBTB2,2,ncRNA_host,HGNC:20868,OTTHUMG00000015834.2,NA,57621,zinc finger and BTB domain containing 2,ZNF437,27445,0.7671571658861209,5.108327731449044,3.8464080977044506,2.890783932283572e-4,0.029225145323698163,0.1228170718485968,171
chr21,32311018,32393012,81995,-,HAVANA,gene,ENSG00000142207.7,protein_coding,URB1,1,ncRNA_host,HGNC:17344,OTTHUMG00000064919.4,NA,9875,URB1 ribosome biogenesis 1 homolog (S. cerevisiae),C21orf108|NPA1,81995,-1.1737395850270058,1.3948106076148565,-3.8445084627677772,2.908839493096122e-4,0.029225145323698163,0.24298074002598646,172
chr6,125219962,125302078,82117,-,HAVANA,gene,ENSG00000111906.18,protein_coding,HDDC2,2,NA,HGNC:21078,OTTHUMG00000015506.4,NA,51020,HD domain containing 2,C6orf74|CGI-130|NS5ATP2|dJ167O5.2,82117,0.40714093401936147,5.710390021797654,3.8437065097768217,2.916494303352446e-4,0.029225145323698163,0.03497492095717014,173
chr1,46246461,46278480,32020,+,HAVANA,gene,ENSG00000085999.13,protein_coding,RAD54L,1,NA,HGNC:9826,OTTHUMG00000007772.10,NA,8438,RAD54 like,HR54|RAD54A|hHR54|hRAD54,32020,-2.8442592342229167,-3.5323708221157477,-3.8419459168975734,2.933367397678477e-4,0.029225145323698163,-0.5323490090054639,174
chr11,7970251,8001862,31612,+,HAVANA,gene,ENSG00000175390.15,protein_coding,EIF3F,2,overlapping_locus,HGNC:3275,OTTHUMG00000165675.4,NA,8665,eukaryotic translation initiation factor 3 subunit F,EIF3S5|eIF3-p47,31612,0.35746857602399196,7.798412836796261,3.840238382496343,2.949821450944272e-4,0.029225145323698163,-0.17588578255427212,175
chr17,67973934,67976072,2139,+,HAVANA,gene,ENSG00000279880.1,TEC,ENSG00000279880,2,overlapping_locus,NA,OTTHUMG00000179781.1,NA,NA,NA,NA,2139,-2.4636615605100975,-3.014504375641023,-3.836668773088682,2.9845052955339686e-4,0.029400768644299972,-0.5817468153620791,176
chr19,52527652,52564464,36813,+,HAVANA,gene,ENSG00000198482.14,protein_coding,ZNF808,2,overlapping_locus,HGNC:33230,OTTHUMG00000158230.6,NA,388558,zinc finger protein 808,-,36813,-0.7059048255245344,2.963507681653293,-3.830175069513537,3.048606704142997e-4,0.029862566687249313,0.22513803462637227,177
chr19,57466663,57477570,10908,-,HAVANA,gene,ENSG00000197128.13,protein_coding,ZNF772,1,overlapping_locus,HGNC:33106,OTTHUMG00000168007.3,NA,400720,zinc finger protein 772,-,10908,-1.9901974514181666,-0.22761514022500157,-3.8246247409404015,3.104440758410606e-4,0.02990155249399806,0.05373406770877942,178
chr10,110207605,110287365,79761,+,HAVANA,gene,ENSG00000119950.21,protein_coding,MXI1,2,overlapping_locus,HGNC:7534,OTTHUMG00000019033.17,NA,4601,"MAX interactor 1, dimerization protein",MAD2|MXD2|MXI|bHLHc11,79761,0.5754428292939955,4.164494674539454,3.8235594442429193,3.1152688228251616e-4,0.02990155249399806,0.15048369360836045,179
chr5,40512333,40755963,243631,-,HAVANA,gene,ENSG00000113638.14,protein_coding,TTC33,2,NA,HGNC:29959,OTTHUMG00000131142.6,NA,23548,tetratricopeptide repeat domain 33,OSRF,243631,-0.864498547979669,3.8133006268959075,-3.821470079764908,3.1366111744663116e-4,0.02990155249399806,0.15476274665875778,180
chr9,89311195,89316703,5509,+,HAVANA,gene,ENSG00000123975.5,protein_coding,CKS2,2,ncRNA_host,HGNC:2000,OTTHUMG00000020180.2,NA,1164,CDC28 protein kinase regulatory subunit 2,CKSHS2,5509,-0.9478090917125539,4.576363148330251,-3.821394410022517,3.1373867479180255e-4,0.02990155249399806,0.08727763276915024,181
chr1,204528845,204529692,848,-,HAVANA,gene,ENSG00000236779.1,processed_pseudogene,ENSG00000236779,1,pseudo_consens,NA,OTTHUMG00000035988.1,NA,NA,NA,NA,848,-0.9399569718981652,0.17342362061745964,-3.8212548206232846,3.138817945499854e-4,0.02990155249399806,0.03871826810694046,182
chr7,93962762,94004382,41621,-,HAVANA,gene,ENSG00000105829.13,protein_coding,BET1,2,NA,HGNC:14562,OTTHUMG00000023487.6,NA,10282,Bet1 golgi vesicular membrane trafficking protein,HBET1,41621,-0.6742086013748114,4.905601898284201,-3.8193705966844664,3.1581981010635646e-4,0.029921769768437204,0.03625759411952689,183
chr4,53286,88208,34923,+,HAVANA,gene,ENSG00000272602.6,protein_coding,ZNF595,2,NA,HGNC:27196,OTTHUMG00000159865.6,NA,152687,zinc finger protein 595,-,34923,-0.9519126343100113,3.7090457887145853,-3.8152231981237654,3.2012612084592886e-4,0.029934150684267687,0.13381767797309685,184
chr6,154845074,154845620,547,-,HAVANA,gene,ENSG00000218757.1,processed_pseudogene,ENSG00000218757,1,pseudo_consens,NA,OTTHUMG00000015878.1,NA,NA,NA,NA,547,-2.023875180078701,-1.4380448361980462,-3.8151389569077634,3.202141706489879e-4,0.029934150684267687,-0.30333199355672313,185
chr1,19215660,19251552,35893,-,HAVANA,gene,ENSG00000127463.16,protein_coding,EMC1,1,NA,HGNC:28957,OTTHUMG00000002497.6,NA,23065,ER membrane protein complex subunit 1,CAVIPMR|KIAA0090,35893,-0.5021415231962267,5.3743266361869235,-3.810824130373829,3.247552604277971e-4,0.029934150684267687,-0.056485302671165805,186
chr15,59132434,59372871,240438,-,HAVANA,gene,ENSG00000157483.9,protein_coding,MYO1E,1,overlapping_locus,HGNC:7599,OTTHUMG00000171944.4,NA,4643,myosin IE,FSGS6|HuncM-IC|MYO1C,240438,-0.7325049202380312,5.884450051872654,-3.809793588562998,3.258489422737306e-4,0.029934150684267687,-0.1318627437937554,187
chr17,75776434,75785893,9460,-,HAVANA,gene,ENSG00000132475.10,protein_coding,H3-3B,2,ncRNA_host,HGNC:4765,OTTHUMG00000179842.3,NA,NA,NA,NA,9460,0.5345222811428076,12.408274322488579,3.8068942048938035,3.2894494447106994e-4,0.029934150684267687,-0.6347671416941587,188
chr1,104072983,104226678,153696,+,HAVANA,gene,ENSG00000215869.4,transcribed_processed_pseudogene,ENSG00000215869,1,pseudo_consens,NA,OTTHUMG00000011048.2,NA,NA,NA,NA,153696,-1.2034898599181092,-2.898826109026811,-3.806833972790265,3.290095592129543e-4,0.029934150684267687,-0.5546577967013517,189
chr16,69398402,69466264,67863,+,HAVANA,gene,ENSG00000103018.18,protein_coding,CYB5B,2,overlapping_locus,HGNC:24374,OTTHUMG00000133020.7,NA,80777,cytochrome b5 type B,CYB5-M|CYPB5M|OMB5,67863,-0.4294609518129935,7.283971193877869,-3.806232867828814,3.296550691058713e-4,0.029934150684267687,-0.2417117502707713,190
chr21,46235133,46286297,51165,-,HAVANA,gene,ENSG00000160294.11,protein_coding,MCM3AP,2,overlapping_locus,HGNC:6946,OTTHUMG00000090630.5,NA,8888,minichromosome maintenance complex component 3 associated protein,GANP|MAP80|SAC3,51165,-0.807664804748045,3.5884392105165936,-3.8052441299503457,3.307194891094478e-4,0.029934150684267687,0.08571090942911841,191
chr20,31664452,31723989,59538,-,HAVANA,gene,ENSG00000171552.14,protein_coding,BCL2L1,2,NA,HGNC:992,OTTHUMG00000032192.4,NA,598,BCL2 like 1,BCL-XL/S|BCL2L|BCLX|Bcl-X|PPP1R52,59538,-1.0651453970362792,2.469019273029415,-3.8045311961329022,3.3148903745411216e-4,0.029934150684267687,0.16132482779709356,192
chr20,35648925,35664956,16032,-,HAVANA,gene,ENSG00000244462.8,protein_coding,RBM12,2,overlapping_locus,HGNC:9898,OTTHUMG00000032350.5,NA,10137,RNA binding motif protein 12,HRIHFB2091|SCZD19|SWAN,16032,-0.5381279743426362,5.2112543210216,-3.798859952681876,3.3767207341465973e-4,0.030334499527789483,-0.07304249435694743,193
chr16,28239693,28240668,976,-,HAVANA,gene,ENSG00000250982.2,processed_pseudogene,GAPDHP35,1,pseudo_consens,HGNC:37789,OTTHUMG00000160047.2,NA,647001,glyceraldehyde 3 phosphate dehydrogenase pseudogene 35,-,976,-1.1044970689232003,-1.1532108567208614,-3.79509537833379,3.4183725732466456e-4,0.030457206032193485,-0.2552515956240846,194
chr9,128340527,128361470,20944,+,HAVANA,gene,ENSG00000167114.13,protein_coding,SLC27A4,2,overlapping_locus,HGNC:10998,OTTHUMG00000020746.3,NA,10999,solute carrier family 27 member 4,ACSVL4|FATP4|IPS,20944,-1.3493248894504886,1.458178595381395,-3.7944543923117156,3.425513425007342e-4,0.030457206032193485,0.13436563527117507,195
chr7,72829425,72837399,7975,+,HAVANA,gene,ENSG00000291152.1,lncRNA,SBDSP1,2,overlaps_pseudogene,NA,NA,NA,155370,"SBDS, ribosome maturation factor pseudogene 1",SBDSP,7975,0.5067590052171784,4.994999065874779,3.791269863499245,3.4612028687858816e-4,0.030617518030106945,-0.021603691784946477,196
chr6,708592,711460,2869,-,HAVANA,gene,ENSG00000272463.2,lncRNA,ENSG00000272463,2,NA,NA,OTTHUMG00000185335.1,NA,NA,NA,NA,2869,-2.211451007676339,-0.5545527142883128,-3.786291748480627,3.517708127905983e-4,0.030828956872470226,-0.037865611656132,197
chr5,160401641,160421711,20071,-,HAVANA,gene,ENSG00000164609.10,protein_coding,SLU7,2,NA,HGNC:16939,OTTHUMG00000130324.4,NA,10569,"SLU7 homolog, splicing factor",9G8|hSlu7,20071,0.3474539227564408,7.960016846787128,3.7823606160429657,3.56295288813035e-4,0.030828956872470226,-0.35217616082646686,198
chr12,26121991,26299290,177300,+,HAVANA,gene,ENSG00000123096.12,protein_coding,SSPN,2,NA,HGNC:11322,OTTHUMG00000169167.4,NA,8082,sarcospan,DAGA5|KRAG|NSPN|SPN1|SPN2,177300,-2.4535176413448863,-1.5575382143871006,-3.7817444426648272,3.5700949921540733e-4,0.030828956872470226,-0.38047624714049544,199
chr22,38778508,38794198,15691,-,HAVANA,gene,ENSG00000100246.13,protein_coding,DNAL4,2,overlapping_locus,HGNC:2955,OTTHUMG00000151025.3,NA,10126,dynein axonemal light chain 4,MRMV3|PIG27,15691,-1.1947858578765054,2.208087904454156,-3.7790177894922214,3.601864770161175e-4,0.030828956872470226,0.07801357471878223,200
chr5,140125937,140129392,3456,+,HAVANA,gene,ENSG00000182700.5,protein_coding,IGIP,2,NA,HGNC:33847,OTTHUMG00000163359.2,NA,492311,IgA inducing protein,C5orf53,3456,-2.7428314117515322,-3.965464753413251,-3.778586300591064,3.6069170471360947e-4,0.030828956872470226,-0.7947524065822114,201
chr6,33572547,33580293,7747,-,HAVANA,gene,ENSG00000030110.14,protein_coding,BAK1,2,NA,HGNC:949,OTTHUMG00000014530.4,NA,578,BCL2 antagonist/killer 1,BAK|BAK-LIKE|BCL2L7|CDN1,7747,-1.2903975589445396,2.571909571665842,-3.778444046180113,3.6085841828072666e-4,0.030828956872470226,0.05888688290532329,202
chr3,14145147,14178621,33475,-,HAVANA,gene,ENSG00000154767.15,protein_coding,XPC,1,NA,HGNC:12816,OTTHUMG00000155526.5,NA,7508,"XPC complex subunit, DNA damage recognition and repair factor",RAD4|XP3|XPCC|p125,33475,-0.40526012114515364,5.494429047984017,-3.7766813547772604,3.6293031994655137e-4,0.030828956872470226,-0.16860658330457134,203
chr9,32540544,32552586,12043,-,HAVANA,gene,ENSG00000197579.8,protein_coding,TOPORS,2,overlapping_locus,HGNC:21653,OTTHUMG00000019743.2,NA,10210,TOP1 binding arginine/serine rich protein,LUN|P53BP3|RP31|TP53BPL,12043,0.47253098960727513,6.484714803987146,3.776079491600239,3.6364036773506845e-4,0.030828956872470226,-0.2302978777797371,204
chr17,49710332,49789180,78849,-,HAVANA,gene,ENSG00000121104.8,protein_coding,FAM117A,1,NA,HGNC:24179,OTTHUMG00000161696.4,NA,81558,family with sequence similarity 117 member A,-,78849,-1.1310029845094793,2.1128323332720877,-3.775340879872374,3.645135632054675e-4,0.030828956872470226,0.07955584095148804,205
chr10,94333226,94362959,29734,-,HAVANA,gene,ENSG00000173145.11,protein_coding,NOC3L,2,NA,HGNC:24034,OTTHUMG00000018788.1,NA,64318,NOC3 like DNA replication regulator,AD24|C10orf117|FAD24,29734,-0.5454595862626688,4.706203250653847,-3.7736471734173542,3.665234726192958e-4,0.030848465865404615,-0.0723873867300302,206
chr11,34105617,34147670,42054,+,HAVANA,gene,ENSG00000135372.10,protein_coding,NAT10,1,NA,HGNC:29830,OTTHUMG00000166249.4,NA,55226,N-acetyltransferase 10,ALP|Kre33|NET43,42054,-0.6596409697189234,4.556822712229041,-3.76930566673125,3.7172410266103926e-4,0.031135036192932845,-0.11403781570034788,207
chr17,35350305,35373701,23397,-,HAVANA,gene,ENSG00000172716.17,protein_coding,SLFN11,2,NA,HGNC:26633,OTTHUMG00000132948.3,NA,91607,schlafen family member 11,SLFN8/9,23397,-0.5866035081751848,5.560060627374007,-3.7647191591233233,3.7729495612285816e-4,0.031449711294510165,-0.22467528586220098,208
chr12,4097451,4099519,2069,+,HAVANA,gene,ENSG00000256356.1,processed_pseudogene,HSPA8P5,1,pseudo_consens,HGNC:44920,OTTHUMG00000168122.1,NA,399988,heat shock protein family A (Hsp70) member 8 pseudogene 5,-,2069,-0.5574957555202107,1.8807962508203353,-3.7616785058517244,3.8103216291759636e-4,0.03152384551358208,0.030078589884019458,209
chr2,9403475,9423528,20054,-,HAVANA,gene,ENSG00000119185.13,protein_coding,ITGB1BP1,1,NA,HGNC:23927,OTTHUMG00000090414.8,NA,9270,integrin subunit beta 1 binding protein 1,ICAP-1A|ICAP-1B|ICAP-1alpha|ICAP1|ICAP1A|ICAP1B,20054,0.3648459741103558,6.739417104204867,3.76104057655283,3.8182071506818766e-4,0.03152384551358208,-0.318284733575692,210
chr12,66116555,66130750,14196,-,HAVANA,gene,ENSG00000139233.7,protein_coding,LLPH,2,overlapping_locus,HGNC:28229,OTTHUMG00000168959.4,NA,84298,"LLP homolog, long-term synaptic facilitation",C12orf31|hLLP,14196,0.40375772584402814,5.672215880697905,3.7562255915563596,3.8782318572044817e-4,0.03186767011384422,-0.21732751380233672,211
chr12,120687149,120701859,14711,+,HAVANA,gene,ENSG00000110917.8,protein_coding,MLEC,1,NA,HGNC:28973,OTTHUMG00000169187.5,NA,9761,malectin,KIAA0152,14711,-0.4396908091456675,5.873697459439524,-3.7476560423003207,3.987303308152884e-4,0.032464534623830275,-0.299098663427114,212
chr16,23835983,24220611,384629,+,HAVANA,gene,ENSG00000166501.14,protein_coding,PRKCB,1,overlapping_locus,HGNC:9395,OTTHUMG00000131615.9,NA,5579,protein kinase C beta,PKC-beta|PKCB|PRKCB1|PRKCB2,384629,0.4391085072017171,8.392693705433333,3.7475773724785,3.988318072947196e-4,0.032464534623830275,-0.48655543288493064,213
chr11,96389989,96507574,117586,+,HAVANA,gene,ENSG00000183340.7,protein_coding,JRKL,2,NA,HGNC:6200,OTTHUMG00000154950.3,NA,8690,JRK like,HHMJG,117586,-0.9654102219420682,2.150896103427605,-3.74540968834187,4.016376546932217e-4,0.032500441886373674,-0.003372938175482787,214
chr10,25016612,25026664,10053,+,HAVANA,gene,ENSG00000185875.13,protein_coding,THNSL1,2,overlapping_locus,HGNC:26160,OTTHUMG00000017828.3,NA,79896,threonine synthase like 1,TSH1,10053,-1.3568119409450916,2.0535822148322582,-3.744345552255105,4.030219751742035e-4,0.032500441886373674,-0.006330963339219231,215
chr11,125883614,125900646,17033,+,HAVANA,gene,ENSG00000198331.11,protein_coding,HYLS1,2,NA,HGNC:26558,OTTHUMG00000165858.1,NA,219844,"HYLS1, centriolar and ciliogenesis associated",HLS,17033,-0.6057336414688552,3.647088265630554,-3.740711629721745,4.0778380087325746e-4,0.03273220157194694,-0.08337832707827264,216
chr6,99397629,99425331,27703,-,HAVANA,gene,ENSG00000132424.17,protein_coding,PNISR,2,NA,HGNC:21222,OTTHUMG00000015262.7,NA,25957,PNN interacting serine and arginine rich protein,C6orf111|HSPC306|SFRS18|SRrp130|bA98I9.2,27703,0.4590965034925256,7.774106320868449,3.7366382600849595,4.1318546578696054e-4,0.0329661872666651,-0.4537899508466827,217
chr4,39182504,39285810,103307,+,HAVANA,gene,ENSG00000157796.18,protein_coding,WDR19,2,NA,HGNC:18340,OTTHUMG00000160466.5,NA,57728,WD repeat domain 19,ATD5|CED4|DYF-2|IFT144|NPHP13|ORF26|Oseg6|PWDMP|SRTD5,103307,-1.322492559991562,1.8308663826879403,-3.7356534878782215,4.1450160480637854e-4,0.0329661872666651,-0.03145113184478543,218
chr8,123041968,123152153,110186,+,HAVANA,gene,ENSG00000156787.17,protein_coding,TBC1D31,1,overlapping_locus,HGNC:30888,OTTHUMG00000165081.9,NA,93594,TBC1 domain family member 31,Gm85|WDR67,110186,-1.2590461218752098,1.7570961051625746,-3.7264032013477926,4.270618959052279e-4,0.03370459185038301,-0.0644297958254274,219
chr8,122781655,122974510,192856,+,HAVANA,gene,ENSG00000178764.8,protein_coding,ZHX2,2,overlapping_locus,HGNC:18513,OTTHUMG00000165077.7,NA,22882,zinc fingers and homeoboxes 2,AFR1|RAF,192856,-0.8800179553329963,4.355707387078106,-3.725959150827486,4.276739074336292e-4,0.03370459185038301,-0.22380794853973107,220
chr1,52633168,52669683,36516,+,HAVANA,gene,ENSG00000182183.15,protein_coding,SHISAL2A,2,NA,HGNC:28757,OTTHUMG00000008330.3,NA,NA,NA,NA,36516,-1.9969273463841033,-2.089027354271078,-3.7212806390562188,4.3417324648889065e-4,0.033858410667462535,-0.6811190070362443,221
chr19,11089418,11133820,44403,+,HAVANA,gene,ENSG00000130164.15,protein_coding,LDLR,1,ncRNA_host,HGNC:6547,OTTHUMG00000171935.9,NA,3949,low density lipoprotein receptor,FH|FHC|LDLCQ2,44403,-1.2917498052318823,1.7823949255561118,-3.7160893860341266,4.4149542548958977e-4,0.033858410667462535,-0.09000783839740123,222
chr19,48445841,48457022,11182,+,HAVANA,gene,ENSG00000105447.13,protein_coding,GRWD1,1,overlapping_locus,HGNC:21270,OTTHUMG00000183305.3,NA,83743,glutamate rich WD repeat containing 1,CDW4|GRWD|RRB1|WDR28,11182,-1.068398023381003,4.110130217240831,-3.7160093532278005,4.4160922951975637e-4,0.033858410667462535,-0.2560423161420795,223
chr6,30676389,30687895,11507,-,HAVANA,gene,ENSG00000146112.12,protein_coding,PPP1R18,2,NA,HGNC:29413,OTTHUMG00000031237.4,NA,170954,protein phosphatase 1 regulatory subunit 18,HKMT1098|KIAA1949,11507,-0.67454911266202,5.648654360081672,-3.7159954102617143,4.4162905883011403e-4,0.033858410667462535,-0.3835582416855292,224
chr2,70149885,70248615,98731,-,HAVANA,gene,ENSG00000115998.8,protein_coding,C2orf42,1,overlapping_locus,HGNC:26056,OTTHUMG00000129642.8,NA,54980,chromosome 2 open reading frame 42,-,98731,-1.2762186922677077,2.2070324558358374,-3.715714558794016,4.4202865956834153e-4,0.033858410667462535,-0.08820358684463692,225
chr16,70523791,70577670,53880,+,HAVANA,gene,ENSG00000189091.13,protein_coding,SF3B3,1,ncRNA_host,HGNC:10770,OTTHUMG00000137582.8,NA,23450,splicing factor 3b subunit 3,RSE1|SAP130|SF3b130|STAF130,53880,-0.5817322732901591,6.50684149098233,-3.71420525216663,4.4418205809406227e-4,0.033858410667462535,-0.4580305433254148,226
chr8,124474880,124488618,13739,+,HAVANA,gene,ENSG00000170881.5,protein_coding,RNF139,1,NA,HGNC:17023,OTTHUMG00000165072.4,NA,11236,ring finger protein 139,HRCA1|RCA1|TRC8,13739,0.5433480735081462,5.4502300881406835,3.713535274782904,4.4514115770374267e-4,0.033858410667462535,-0.3020397951636271,227
chr18,46080248,46104334,24087,-,HAVANA,gene,ENSG00000152234.16,protein_coding,ATP5F1A,1,NA,HGNC:823,OTTHUMG00000132637.10,NA,NA,NA,NA,24087,0.23046032505186886,10.316726220327332,3.7134604115518544,4.452484503507589e-4,0.033858410667462535,-0.7716623128625804,228
chr12,120196699,120201235,4537,-,HAVANA,gene,ENSG00000089157.16,protein_coding,RPLP0,1,NA,HGNC:10371,OTTHUMG00000169317.10,NA,6175,ribosomal protein lateral stalk subunit P0,L10E|LP0|P0|PRLP0|RPP0,4537,0.23690875887312934,10.336687472451,3.7095858922428064,4.508352244677253e-4,0.03403120629549491,-0.7886771502319405,229
chr17,18667629,18682314,14686,-,HAVANA,gene,ENSG00000240445.6,protein_coding,FOXO3B,2,overlapping_locus,HGNC:3822,OTTHUMG00000059047.4,NA,2310,forkhead box O3B pseudogene,FKHRL1P1|ZNF286C,14686,-0.7602327481486709,0.502875803077045,-3.7091149876324305,4.515187849550223e-4,0.03403120629549491,-0.22601382167365536,230
chr2,85605254,85612066,6813,-,HAVANA,gene,ENSG00000168887.11,protein_coding,C2orf68,2,NA,HGNC:34353,OTTHUMG00000153088.3,NA,388969,chromosome 2 open reading frame 68,HCRCN81,6813,0.39409850497542465,6.351040010921057,3.707816003420131,4.534095181511055e-4,0.03403120629549491,-0.42196466387320886,231
chr11,45804072,45813016,8945,+,HAVANA,gene,ENSG00000181830.9,protein_coding,SLC35C1,2,NA,HGNC:20197,OTTHUMG00000166519.3,NA,55343,solute carrier family 35 member C1,CDG2C|FUCT1,8945,-1.0214562303523547,2.8581754788516682,-3.7064731868784295,4.5537200718392083e-4,0.03403120629549491,-0.14809765114330187,232
chr2,231732433,231786272,53840,-,HAVANA,gene,ENSG00000156973.14,protein_coding,PDE6D,1,NA,HGNC:8788,OTTHUMG00000153785.3,NA,5147,phosphodiesterase 6D,JBTS22|PDED,53840,0.4044532685522073,6.709107371385266,3.7021080972776947,4.61807722324572e-4,0.034258676226199436,-0.49212665919468535,233
chr3,44491880,44510636,18757,-,HAVANA,gene,ENSG00000178917.18,protein_coding,ZNF852,2,NA,HGNC:27713,OTTHUMG00000156453.4,NA,285346,zinc finger protein 852,-,18757,0.6501473026016713,7.156424379725483,3.701070517872203,4.633502285643423e-4,0.034258676226199436,-0.5234630041806794,234
chr15,73994673,74047827,53155,+,HAVANA,gene,ENSG00000140464.20,protein_coding,PML,2,NA,HGNC:9113,OTTHUMG00000137607.6,NA,5371,promyelocytic leukemia,MYL|PP8675|RNF71|TRIM19,53155,-0.8865298123794787,3.922844172423131,-3.7004040812257846,4.643435755656285e-4,0.034258676226199436,-0.2676045234706361,235
chr2,74425835,74442422,16588,-,HAVANA,gene,ENSG00000114993.17,protein_coding,RTKN,1,NA,HGNC:10466,OTTHUMG00000129955.7,NA,6242,rhotekin,-,16588,-1.4857553679059121,1.9724837287816972,-3.6968335673771766,4.697003119519945e-4,0.03450705088399864,-0.1788414027377705,236
chr17,60443158,60526242,83085,-,HAVANA,gene,ENSG00000062725.10,protein_coding,APPBP2,2,NA,HGNC:622,OTTHUMG00000180048.4,NA,10513,amyloid beta precursor protein binding protein 2,APP-BP2|HS.84084|PAT1,83085,-0.5563158618485202,4.3966157147627,-3.6953270487209213,4.719781702409043e-4,0.034528090783277635,-0.2621104939306731,237
